transaction_id,customer_id,transaction_date,amount,status,payment_method,region,plan
T01943,C066,2024-01-22,900,failed,card,UK,Enterprise
T01944,C081,2024-01-20,900,success,card,Germany,Enterprise
T01945,C078,2024-01-24,700,success,upi,UK,Enterprise
T01946,C048,2024-02-08,350,success,upi,US,Pro
T01947,C023,2024-04-05,150,success,bank,Germany,Basic
T01948,C095,2024-05-10,150,success,upi,UK,Basic
T01949,C064,2024-03-19,300,success,upi,India,Pro
T01950,C052,2024-06-18,300,success,bank,US,Pro
T01951,C064,2024-06-18,700,success,card,US,Enterprise
T01952,C047,2024-03-22,99,success,upi,US,Basic
T01953,C012,2024-05-04,150,success,bank,Singapore,Basic
T01954,C004,2024-05-20,350,success,upi,US,Pro
T01955,C033,2024-01-20,99,success,card,Singapore,Basic
T01956,C014,2024-04-06,300,success,bank,US,Pro
T01957,C029,2024-01-04,700,success,bank,Germany,Enterprise
T01958,C068,2024-01-23,300,success,bank,India,Pro
T01959,C066,2024-02-17,300,failed,card,India,Pro
T01960,C084,2024-05-26,1200,failed,upi,Germany,Enterprise
T01961,C022,2024-04-11,700,failed,card,Singapore,Enterprise
T01962,C087,2024-01-04,700,success,bank,India,Enterprise
T01963,C094,2024-03-28,250,success,upi,UK,Pro
T01964,C095,2024-06-28,900,failed,upi,India,Enterprise
T01965,C053,2024-04-01,300,failed,upi,US,Pro
T01966,C096,2024-02-23,900,success,bank,Singapore,Enterprise
T01967,C021,2024-06-13,1200,success,bank,Germany,Enterprise
T01968,C029,2024-06-11,150,success,card,India,Basic
T01969,C063,2024-01-17,250,failed,bank,Germany,Pro
T01970,C023,2024-03-27,250,success,upi,India,Pro
T01971,C001,2024-04-15,250,success,card,India,Pro
T01972,C014,2024-06-12,150,success,upi,Singapore,Basic
T01973,C086,2024-05-20,99,success,upi,Singapore,Basic
T01974,C016,2024-01-24,350,success,bank,US,Pro
T01975,C010,2024-04-11,250,success,bank,Singapore,Pro
T01976,C006,2024-06-27,700,success,card,US,Enterprise
T01977,C072,2024-06-10,250,success,bank,India,Pro
T01978,C039,2024-05-15,700,success,upi,Singapore,Enterprise
T01979,C083,2024-01-18,150,success,upi,UK,Basic
T01980,C094,2024-04-28,150,success,bank,UK,Basic
T01981,C098,2024-03-04,250,success,bank,Germany,Pro
T01982,C001,2024-05-26,150,success,card,India,Basic
T01983,C011,2024-01-29,900,success,card,UK,Enterprise
T01984,C036,2024-03-08,120,failed,bank,Singapore,Basic
T01985,C016,2024-06-13,120,success,card,India,Basic
T01986,C053,2024-03-30,700,success,upi,US,Enterprise
T01987,C028,2024-02-28,350,success,bank,Germany,Pro
T01988,C043,2024-04-13,150,success,upi,UK,Basic
T01989,C047,2024-04-27,250,success,upi,Germany,Pro
T01990,C093,2024-03-12,300,success,bank,Singapore,Pro
T01991,C031,2024-03-24,1200,success,bank,UK,Enterprise
T01992,C077,2024-05-23,350,success,bank,Germany,Pro
T01993,C006,2024-05-24,900,success,bank,UK,Enterprise
T01994,C050,2024-04-16,350,success,upi,India,Pro
T01995,C068,2024-02-19,150,success,bank,UK,Basic
T01996,C001,2024-06-18,350,success,bank,India,Pro
T01997,C059,2024-05-06,700,success,upi,US,Enterprise
T01998,C033,2024-05-09,900,success,upi,Germany,Enterprise
T01999,C064,2024-03-21,250,success,bank,US,Pro
T02000,C001,2024-01-30,120,success,upi,Singapore,Basic
